NameYear,Name,Pos,Type,OTm,PrevStats,NTm,ID,Weight,Height,Age,Tm,G,GS,MP,FG%,3P,3P%,3PA,FT,FT%,FTA,ORB,TRB,AST,STL,BLK,TOV,PTS,USG%,TS%,PER,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PrevSal,NextSal,PrevYear
Chris_Silva_2020,Chris Silva,F,UFA,MIN,"2.1 Pts, 1.8 Reb, 0.4 Ast",MIN,/players/s/silvach01.html,234,6-8,24.0,TOT,15.0,0.0,6.1,0.625,0.1,1.0,0.1,0.7,0.733,1.0,0.5,1.8,0.4,0.1,0.4,0.7,2.1,15.9,0.708,11.5,0.1,0.1,0.2,0.101,-6.7,1.1,-5.5,-0.1,"$1,517,981",0.0,2020
Matt_Thomas_2020,Matt Thomas,G,UFA,UTA,"3.1 Pts, 1.0 Reb, 0.4 Ast",CHI,/players/t/thomama02.html,190,6-4,26.0,TOT,45.0,0.0,7.2,0.394,0.6,0.338,1.8,0.3,0.857,0.3,0.2,1.0,0.4,0.1,0.0,0.3,3.1,19.5,0.522,9.1,0.0,0.2,0.2,0.031,-2.6,-2.0,-4.6,-0.2,"$1,517,981",0.0,2020
Killian_Tillie_2020,Killian Tillie,F,RFA,MEM,"3.2 Pts, 1.3 Reb, 0.4 Ast",MEM,/players/t/tilliki02.html,220,6-9,22.0,MEM,18,1,10.1,0.333,0.6,0.303,1.8,0.5,0.818,0.6,0.3,1.3,0.4,0.3,0.4,0.1,3.2,14.8,0.461,8.5,0.0,0.2,0.2,0.055,-3.4,-0.3,-3.7,-0.1,< $Minimum,0.0,2020
Rayjon_Tucker_2020,Rayjon Tucker,F,UFA,PHI,"2.4 Pts, 0.8 Reb, 0.4 Ast",PHI,/players/t/tuckera01.html,209,6-3,23.0,PHI,14.0,0.0,4.9,0.5,0.1,0.286,0.5,1.0,0.737,1.4,0.1,0.8,0.4,0.1,0.0,0.3,2.4,19.2,0.645,15.1,0.1,0.1,0.2,0.166,-3.0,-0.4,-3.4,0.0,"$340,000< $Minimum",0.0,2020
Gabe_Vincent_2020,Gabe Vincent,G,RFA,MIA,"4.8 Pts, 1.1 Reb, 1.3 Ast",MIA,/players/v/vincega01.html,200,6-3,24.0,MIA,50,7,13.1,0.378,0.9,0.309,3.0,0.4,0.87,0.5,0.2,1.1,1.3,0.4,0.0,0.7,4.8,19.1,0.498,7.6,-0.4,0.5,0.2,0.011,-4.5,-0.9,-5.4,-0.6,< $Minimum,0.0,2020
Al-Farouq_Aminu_2020,Al-Farouq Aminu,F,UFA,SAS,"4.4 Pts, 4.8 Reb, 1.3 Ast",BOS,/players/a/aminual01.html,220,6-8,30.0,TOT,23.0,14.0,18.9,0.384,0.3,0.216,1.6,0.8,0.818,1.0,1.0,4.8,1.3,0.8,0.4,1.2,4.4,13.6,0.469,8.9,-0.4,0.5,0.1,0.01,-4.9,1.1,-3.8,-0.2,"$9,720,900",0.0,2020
Ignas_Brazdeikis_2020,Ignas Brazdeikis,F,RFA,ORL,"7.0 Pts, 3.5 Reb, 1.3 Ast",ORL,/players/b/brazdig01.html,221,6-6,22.0,TOT,13.0,0.0,19.2,0.422,0.8,0.393,2.2,0.8,0.714,1.1,0.8,3.5,1.3,0.3,0.2,0.9,7.0,17.6,0.51,9.5,-0.1,0.1,0.1,0.016,-3.2,-2.1,-5.3,-0.2,"$1,517,981$148,530",0.0,2020
Devin_Cannady_2020,Devin Cannady,G,UFA,ORL,"4.3 Pts, 0.6 Reb, 0.1 Ast",ORL,/players/c/cannade01.html,183,6-2,24.0,ORL,8,0,9.3,0.393,0.8,0.375,2.0,0.8,0.857,0.9,0.0,0.6,0.1,0.6,0.1,0.3,4.3,19.3,0.547,11.2,0.0,0.1,0.1,0.057,-4.0,1.0,-3.1,0.0,"$61,528< $Minimum",0.0,2020
Gary_Clark_2020,Gary Clark,F,UFA,PHI,"3.1 Pts, 2.9 Reb, 0.8 Ast",NOP,/players/c/clarkga01.html,225,6-6,26.0,TOT,39.0,11.0,16.8,0.303,0.8,0.287,2.8,0.2,0.8,0.3,0.8,2.9,0.8,0.3,0.2,0.4,3.1,10.1,0.436,6.0,-0.3,0.4,0.1,0.008,-4.2,-0.7,-4.9,-0.5,"$2,000,000< $Minimum",0.0,2020
Spencer_Dinwiddie_2020,Spencer Dinwiddie,G,UFA,BRK,"6.7 Pts, 4.3 Reb, 3.0 Ast",WAS,/players/d/dinwisp01.html,215,6-5,27.0,BRK,3.0,3.0,21.3,0.375,0.7,0.286,2.3,2.0,1.0,2.0,0.0,4.3,3.0,0.7,0.3,1.7,6.7,16.1,0.536,10.1,0.0,0.1,0.1,0.045,-2.4,2.6,0.2,0.0,"$11,454,048",0.0,2020
Jared_Dudley_2020,Jared Dudley,F-G,UFA,LAL,"0.5 Pts, 1.8 Reb, 0.4 Ast",,/players/d/dudleja01.html,237,6-6,35.0,LAL,12.0,0.0,6.8,0.222,0.2,0.333,0.5,0.0,,0.0,0.3,1.8,0.4,0.1,0.1,0.2,0.5,5.9,0.333,4.4,0.0,0.1,0.1,0.053,-4.4,0.9,-3.5,0.0,"$2,564,753",0.0,2020
Justin_James_2020,Justin James,G,UFA,SAC,"3.9 Pts, 0.8 Reb, 0.6 Ast",UTA,/players/j/jamesju01.html,190,6-7,24.0,SAC,36,0,8.6,0.468,0.4,0.368,1.1,0.6,0.583,1.0,0.3,0.8,0.6,0.2,0.1,0.4,3.9,19.7,0.548,11.3,0.1,0.0,0.1,0.02,-2.0,-2.3,-4.3,-0.2,"$1,517,981",0.0,2020
Mike_James_2020,Mike James,G,RFA,BRK,"7.7 Pts, 2.5 Reb, 4.2 Ast",,/players/j/jamesmi02.html,189,6-1,30.0,BRK,13.0,1.0,18.2,0.37,0.8,0.355,2.4,1.6,0.778,2.1,0.2,2.5,4.2,0.5,0.1,1.5,7.7,22.9,0.481,11.9,0.0,0.1,0.1,0.028,-2.1,-2.3,-4.4,-0.1,"$237,648",0.0,2020
Grant_Riller_2020,Grant Riller,G,UFA,CHO,"2.6 Pts, 0.1 Reb, 0.4 Ast",PHI,/players/r/rillegr01.html,190,6-2,23.0,CHO,7,0,3.9,0.667,0.3,0.5,0.6,0.0,,0.0,0.0,0.1,0.4,0.1,0.0,0.1,2.6,20.7,0.75,23.6,0.1,0.0,0.1,0.177,4.6,0.5,5.1,0.0,< $Minimum,0.0,2020
Luka_Samanic_2020,Luka Šamanić,F,UFA,SAS,"3.7 Pts, 2.1 Reb, 0.5 Ast",NYK,/players/s/samanlu01.html,227,6-10,21.0,SAS,33,4,9.3,0.448,0.4,0.279,1.3,0.5,0.552,0.9,0.5,2.1,0.5,0.2,0.2,0.6,3.7,19.5,0.518,9.8,-0.2,0.3,0.1,0.015,-4.2,-0.7,-4.9,-0.2,"$2,824,320",0.0,2020
Brodric_Thomas_2020,Brodric Thomas,G,RFA,CLE,"3.9 Pts, 1.7 Reb, 0.9 Ast",CLE,/players/t/thomabr01.html,185,6-5,24.0,TOT,32.0,1.0,12.5,0.361,0.5,0.271,1.8,1.0,0.674,1.4,0.3,1.7,0.9,0.5,0.3,0.7,3.9,16.4,0.487,8.0,-0.3,0.3,0.1,0.006,-4.7,0.3,-4.4,-0.2,< $Minimum,0.0,2020
Anthony_Tolliver_2020,Anthony Tolliver,F-C,UFA,PHI,"1.5 Pts, 0.9 Reb, 0.2 Ast",NOP,/players/t/tollian01.html,240,6-8,35.0,PHI,11.0,0.0,9.0,0.235,0.4,0.286,1.3,0.5,0.833,0.5,0.3,0.9,0.2,0.3,0.2,0.3,1.5,9.8,0.433,4.0,-0.1,0.1,0.1,0.025,-5.6,-1.5,-7.0,-0.1,"$614,838",0.0,2020
Axel_Toupane_2020,Axel Toupane,G-F,RFA,MIL,"1.8 Pts, 0.8 Reb, 0.5 Ast",GSW,/players/t/toupaax01.html,197,6-7,28.0,MIL,8.0,1.0,7.6,0.364,0.1,0.5,0.3,0.6,0.714,0.9,0.0,0.8,0.5,0.3,0.4,0.0,1.8,9.7,0.497,9.0,0.1,0.1,0.1,0.097,-4.1,1.1,-3.0,0.0,< $Minimum,0.0,2020
Quinndary_Weatherspoon_2020,Quinndary Weatherspoon,G,UFA,SAS,"2.3 Pts, 0.6 Reb, 0.4 Ast",GSW,/players/w/weathqu01.html,205,6-3,24.0,SAS,20.0,0.0,6.1,0.457,0.1,0.167,0.3,0.7,0.813,0.8,0.2,0.6,0.4,0.4,0.1,0.5,2.3,18.7,0.547,9.6,-0.1,0.1,0.1,0.023,-5.8,0.7,-5.0,-0.1,< $Minimum,0.0,2020
Cassius_Winston_2020,Cassius Winston,G,RFA,WAS,"1.9 Pts, 0.4 Reb, 0.5 Ast",WAS,/players/w/winstca01.html,185,6-1,22.0,WAS,22,0,4.5,0.424,0.4,0.471,0.8,0.2,0.833,0.3,0.0,0.4,0.5,0.1,0.0,0.2,1.9,17.2,0.575,10.8,0.1,0.1,0.1,0.066,-2.1,-1.1,-3.2,0.0,< $Minimum,0.0,2020
Ty-Shon_Alexander_2020,Ty-Shon Alexander,G,UFA,PHO,"0.6 Pts, 0.7 Reb, 0.4 Ast",,/players/a/alexaty01.html,195,6-3,22.0,PHO,15,0,3.1,0.25,0.1,0.222,0.6,0.1,0.5,0.1,0.1,0.7,0.4,0.0,0.1,0.2,0.6,15.0,0.349,4.2,-0.1,0.0,0.0,-0.048,-4.8,-1.7,-6.5,-0.1,< $Minimum,0.0,2020
Jordan_Bell_2020,Jordan Bell,F,UFA,GSW,"2.5 Pts, 4.0 Reb, 1.2 Ast",GSW,/players/b/belljo01.html,216,6-8,26.0,TOT,6.0,1.0,13.7,0.318,0.0,0.0,0.3,0.2,0.5,0.3,1.2,4.0,1.2,0.5,0.8,0.7,2.5,13.6,0.328,8.0,-0.1,0.1,0.0,-0.008,-5.9,0.1,-5.8,-0.1,"$580,062$229,980< $Minimum",0.0,2020
Tyler_Bey_2020,Tyler Bey,F,RFA,DAL,"1.0 Pts, 1.1 Reb, 0.2 Ast",HOU,/players/b/beyty01.html,215,6-7,22.0,DAL,18,0,3.9,0.318,0.1,0.25,0.2,0.2,0.6,0.3,0.4,1.1,0.2,0.0,0.1,0.2,1.0,16.9,0.372,5.9,-0.1,0.0,0.0,-0.033,-5.5,-3.9,-9.5,-0.1,< $Minimum,0.0,2020
Marques_Bolden_2020,Marques Bolden,C,UFA,UTA,"1.2 Pts, 1.0 Reb, 0.0 Ast",,/players/b/boldema01.html,249,6-10,22.0,CLE,6,0,4.8,0.333,0.0,,0.0,0.8,0.625,1.3,0.5,1.0,0.0,0.3,0.3,0.3,1.2,12.8,0.537,13.3,0.0,0.0,0.0,0.063,-3.8,0.8,-3.0,0.0,< $Minimum,0.0,2020
Isaac_Bonga_2020,Isaac Bonga,G,RFA,WAS,"2.0 Pts, 1.7 Reb, 0.6 Ast",TOR,/players/b/bongais01.html,180,6-8,21.0,WAS,40.0,8.0,10.8,0.37,0.3,0.277,1.2,0.1,0.625,0.2,0.5,1.7,0.6,0.3,0.2,0.6,2.0,10.2,0.461,4.0,-0.4,0.4,0.0,-0.001,-5.8,0.0,-5.8,-0.4,"$1,663,861",0.0,2020
Brian_Bowen_2020,Brian Bowen,F,UFA,MIN,"0.5 Pts, 0.5 Reb, 0.0 Ast",,/players/b/bowenbr02.html,190,6-6,22.0,IND,6,0,2.5,0.25,0.0,0.0,0.2,0.2,1.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.5,12.6,0.338,1.0,0.0,0.0,0.0,-0.063,-8.1,-2.9,-11.0,0.0,< $Minimum,0.0,2020
Amida_Brimah_2020,Amida Brimah,C,UFA,IND,"2.6 Pts, 1.6 Reb, 0.2 Ast",,/players/b/brimaam01.html,230,6-10,26.0,IND,5,0,5.8,0.625,0.0,,0.0,0.6,1.0,0.6,0.4,1.6,0.2,0.0,1.0,0.8,2.6,19.6,0.697,16.6,0.0,0.1,0.0,0.073,-6.2,1.4,-4.8,0.0,< $Minimum,0.0,2020
Elijah_Bryant_2020,Elijah Bryant,G,UFA,MIL,"16.0 Pts, 6.0 Reb, 3.0 Ast",MIL,/players/b/bryanel01.html,210,6-5,25.0,MIL,1,0,32.0,0.462,1.0,0.2,5.0,3.0,1.0,3.0,2.0,6.0,3.0,0.0,1.0,4.0,16.0,24.0,0.559,10.6,0.0,0.0,0.0,0.008,-3.9,-3.4,-7.3,0.0,"$24,611",0.0,2020
Marquese_Chriss_2020,Marquese Chriss,F,UFA,POR,"6.5 Pts, 6.5 Reb, 1.0 Ast",DAL,/players/c/chrisma01.html,240,6-9,23.0,GSW,2.0,0.0,13.5,0.357,0.5,0.2,2.5,1.0,0.5,2.0,1.5,6.5,1.0,0.0,1.0,1.0,6.5,28.1,0.412,11.8,-0.1,0.1,0.0,-0.03,-2.4,0.3,-2.1,0.0,"$1,824,003",0.0,2020
Nate_Darling_2020,Nate Darling,G,UFA,CHO,"1.3 Pts, 0.1 Reb, 0.1 Ast",LAC,/players/d/darlina01.html,200,6-6,22.0,CHO,7,0,3.7,0.286,0.3,0.286,1.0,0.4,1.0,0.4,0.1,0.1,0.1,0.0,0.1,0.1,1.3,15.4,0.541,8.2,0.0,0.0,0.0,0.038,-1.5,-2.5,-4.0,0.0,< $Minimum,0.0,2020
Matthew_Dellavedova_2020,Matthew Dellavedova,G,UFA,CLE,"2.8 Pts, 1.8 Reb, 4.5 Ast",,/players/d/dellama01.html,200,6-3,30.0,CLE,13.0,1.0,17.2,0.25,0.3,0.16,1.9,0.3,1.0,0.3,0.5,1.8,4.5,0.3,0.1,0.5,2.8,12.4,0.312,7.3,-0.1,0.1,0.0,0.005,-4.5,-1.9,-6.4,-0.3,"$2,174,318",0.0,2020
Damyean_Dotson_2020,Damyean Dotson,G,UFA,CLE,"6.7 Pts, 2.0 Reb, 2.0 Ast",SAS,/players/d/dotsoda01.html,210,6-5,26.0,CLE,46.0,7.0,19.7,0.406,1.0,0.289,3.5,0.5,0.667,0.8,0.1,2.0,2.0,0.3,0.1,0.9,6.7,16.9,0.499,8.1,-0.4,0.3,0.0,-0.002,-3.4,-1.4,-4.8,-0.6,"$2,000,000",0.0,2020
Ashton_Hagans_2020,Ashton Hagans,G,UFA,TOR,"0.0 Pts, 0.0 Reb, 0.0 Ast",,/players/h/haganas01.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Udonis_Haslem_2020,Udonis Haslem,F-C,UFA,MIA,"4.0 Pts, 1.0 Reb, 0.0 Ast",MIA,/players/h/hasleud01.html,235,6-8,40.0,MIA,1,0,3.0,1.000,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,30.1,1.0,54.6,0.0,0.0,0.0,0.475,24.1,7.0,31.1,0.0,"$2,564,753",0.0,2020
Nate_Hinton_2020,Nate Hinton,G,RFA,DAL,"2.0 Pts, 0.4 Reb, 0.4 Ast",DAL,/players/h/hintona01.html,210,6-5,21.0,DAL,21.0,0.0,4.4,0.357,0.2,0.211,0.9,0.3,0.7,0.5,0.0,0.4,0.4,0.3,0.1,0.2,2.0,24.4,0.442,10.4,-0.2,0.1,0.0,-0.015,-4.5,1.0,-3.4,0.0,< $Minimum,0.0,2020
Wes_Iwundu_2020,Wes Iwundu,F,UFA,CHO,"2.4 Pts, 2.2 Reb, 0.4 Ast",,/players/i/iwundwe01.html,195,6-6,26.0,TOT,41.0,4.0,13.1,0.333,0.1,0.122,1.0,0.6,0.839,0.8,0.4,2.2,0.4,0.4,0.1,0.5,2.4,10.8,0.428,4.3,-0.5,0.4,0.0,-0.003,-6.1,-0.3,-6.3,-0.6,"$1,678,854",0.0,2020
TJ_Leaf_2020,T.J. Leaf,F,RFA,POR,"1.7 Pts, 0.7 Reb, 0.1 Ast",,/players/l/leaftj01.html,222,6-10,23.0,POR,7.0,0.0,5.0,0.5,0.0,,0.0,0.3,1.0,0.3,0.0,0.7,0.1,0.3,0.1,0.3,1.7,15.8,0.551,11.2,0.0,0.0,0.0,0.022,-3.9,0.9,-3.0,0.0,"$4,326,825< $Minimum",0.0,2020
Frank_Mason_III_2020,Frank Mason III,G,UFA,LAL,"6.3 Pts, 3.0 Reb, 3.0 Ast",,/players/m/masonfr01.html,190,5-11,26.0,ORL,4.0,1.0,19.8,0.375,0.5,0.4,1.3,1.3,0.714,1.8,0.8,3.0,3.0,0.0,0.0,1.3,6.3,17.5,0.462,7.5,0.0,0.0,0.0,-0.018,-5.2,-2.4,-7.7,-0.1,0,0.0,2020
James_Nunnally_2020,James Nunnally,F,RFA,NOP,"1.7 Pts, 1.0 Reb, 0.3 Ast",,/players/n/nunnaja01.html,208,6-7,30.0,NOP,9.0,0.0,5.3,0.385,0.4,0.333,1.3,0.1,0.5,0.2,0.2,1.0,0.3,0.0,0.0,0.2,1.7,13.9,0.54,8.3,0.0,0.0,0.0,0.031,-0.9,-1.8,-2.7,0.0,< $Minimum,0.0,2020
Jontay_Porter_2020,Jontay Porter,F-C,UFA,MEM,"2.0 Pts, 1.3 Reb, 0.1 Ast",,/players/p/portejo01.html,240,6-11,21.0,MEM,11,0,4.9,0.533,0.3,0.375,0.7,0.3,0.6,0.5,0.4,1.3,0.1,0.3,0.1,0.6,2.0,18.9,0.64,9.2,-0.1,0.1,0.0,0.019,-6.8,0.3,-6.5,-0.1,"$1,900,000",0.0,2020
Chasson_Randle_2020,Chasson Randle,G,RFA,ORL,"6.5 Pts, 2.0 Reb, 1.8 Ast",PHO,/players/r/randlch01.html,185,6-2,27.0,ORL,41.0,5.0,20.4,0.388,1.1,0.338,3.2,0.9,0.792,1.2,0.2,2.0,1.8,0.5,0.1,1.1,6.5,15.7,0.515,7.4,-0.4,0.4,0.0,-0.001,-4.8,-1.1,-5.9,-0.8,< $Minimum,0.0,2020
Deividas_Sirvydis_2020,Deividas Sirvydis,G-F,UFA,DET,"2.1 Pts, 1.5 Reb, 0.3 Ast",DET,/players/s/sirvyde01.html,190,6-8,20.0,DET,20,0,6.7,0.35,0.5,0.357,1.4,0.2,0.5,0.3,0.0,1.5,0.3,0.1,0.0,0.3,2.1,15.7,0.481,5.7,-0.1,0.1,0.0,-0.01,-4.2,-1.2,-5.4,-0.1,"$898,310",0.0,2020
Alen_Smailagic_2020,Alen Smailagić,F,UFA,GSW,"1.9 Pts, 1.1 Reb, 0.3 Ast",,/players/s/smailal01.html,215,6-10,20.0,GSW,15,1,5.6,0.407,0.3,0.4,0.7,0.1,0.333,0.4,0.4,1.1,0.3,0.2,0.3,0.3,1.9,17.6,0.472,8.9,-0.1,0.1,0.0,0.015,-4.9,-0.4,-5.3,-0.1,"$1,517,981",0.0,2020
Sindarius_Thornwell_2020,Sindarius Thornwell,G,UFA,ORL,"2.0 Pts, 0.9 Reb, 1.0 Ast",,/players/t/thornsi01.html,215,6-4,26.0,TOT,21.0,1.0,10.3,0.326,0.3,0.304,1.1,0.2,0.5,0.4,0.1,0.9,1.0,0.6,0.1,0.3,2.0,11.1,0.414,6.6,-0.2,0.2,0.0,0.009,-5.7,0.9,-4.7,-0.2,"$977,415< $Minimum",0.0,2020
Avery_Bradley_2020,Avery Bradley,G,UFA,HOU,"6.4 Pts, 2.1 Reb, 1.7 Ast",GSW,/players/b/bradlav01.html,180,6-3,30.0,TOT,27.0,6.0,22.3,0.374,1.2,0.327,3.7,0.4,0.8,0.6,0.3,2.1,1.7,0.8,0.1,1.0,6.4,14.9,0.487,6.3,-0.5,0.4,-0.1,-0.008,-4.9,-0.5,-5.4,-0.5,"$5,635,000",0.0,2020
Charlie_Brown_Jr_2020,Charlie Brown Jr.,G,UFA,OKC,"4.4 Pts, 1.9 Reb, 1.0 Ast",PHI,/players/b/brownch02.html,199,6-6,23.0,OKC,9.0,1.0,16.9,0.302,0.6,0.238,2.3,1.0,0.9,1.1,0.3,1.9,1.0,0.4,0.2,0.7,4.4,14.9,0.422,4.1,-0.2,0.1,-0.1,-0.032,-7.4,-1.3,-8.7,-0.3,"$217,844",0.0,2020
Dante_Exum_2020,Dante Exum,G,UFA,HOU,"3.8 Pts, 2.8 Reb, 2.2 Ast",HOU,/players/e/exumda01.html,214,6-5,25.0,CLE,6,3,19.3,.385,0.3,.182,1.8,0.2,.500,0.3,0.3,2.8,2.2,0.7,0.3,1.2,3.8,12.7,0.428,5.9,-0.2,0.1,-0.1,-0.025,-5.4,1.6,-3.8,-0.1,"$9,600,000",0.0,2020
Kyle_Guy_2020,Kyle Guy,G,RFA,SAC,"2.8 Pts, 1.1 Reb, 1.0 Ast",CLE,/players/g/guyky01.html,167,6-1,23.0,SAC,31.0,0.0,7.6,0.33,0.4,0.283,1.5,0.5,0.8,0.6,0.2,1.1,1.0,0.2,0.0,0.4,2.8,19.7,0.449,8.5,-0.1,0.1,-0.1,-0.015,-3.7,-2.1,-5.8,-0.2,< $Minimum,0.0,2020
Jared_Harper_2020,Jared Harper,G,RFA,NYK,"0.4 Pts, 0.3 Reb, 0.1 Ast",NOP,/players/h/harpeja01.html,175,5-10,23.0,NYK,8.0,0.0,2.0,0.0,0.0,0.0,0.1,0.4,0.75,0.5,0.0,0.3,0.1,0.0,0.0,0.4,0.4,24.4,0.26,-10.8,-0.1,0.0,-0.1,-0.365,-16.6,-5.5,-22.1,-0.1,"$99,020< $Minimum",0.0,2020
Chandler_Hutchison_2020,Chandler Hutchison,G,UFA,SAS,"4.3 Pts, 3.1 Reb, 0.7 Ast",PHO,/players/h/hutchch01.html,210,6-6,24.0,TOT,25.0,1.0,13.8,0.379,0.3,0.364,0.9,0.8,0.84,1.0,0.2,3.1,0.7,0.5,0.2,0.8,4.3,16.2,0.469,6.8,-0.5,0.4,-0.1,-0.007,-5.7,0.2,-5.6,-0.3,"$2,443,440",0.0,2020
Jalen_Lecque_2020,Jalen Lecque,G,UFA,MIL,"1.3 Pts, 1.3 Reb, 0.5 Ast",,/players/l/lecquja01.html,185,6-4,20.0,IND,4.0,0.0,3.0,0.111,0.0,0.0,0.3,0.8,1.0,0.8,0.5,1.3,0.5,0.0,0.0,0.0,1.3,36.6,0.242,4.7,-0.1,0.0,-0.1,-0.232,-6.6,-6.3,-13.0,0.0,"$1,517,981",0.0,2020
Didi_Louzada_2020,Didi Louzada,G,RFA,NOP,"2.7 Pts, 1.0 Reb, 1.0 Ast",NOP,/players/l/louzama01.html,188,6-5,21.0,NOP,3.0,0.0,18.7,0.231,0.7,0.25,2.7,0.0,,0.0,0.3,1.0,1.0,0.7,0.0,1.0,2.7,12.0,0.308,-0.9,-0.1,0.0,-0.1,-0.099,-7.8,-1.8,-9.6,-0.1,"$123,056",0.0,2020
Adam_Mokoka_2020,Adam Mokoka,G,RFA,CHI,"1.1 Pts, 0.4 Reb, 0.4 Ast",,/players/m/mokokad01.html,190,6-4,22.0,CHI,14,0,4.0,0.368,0.1,0.1,0.7,0.0,0.0,0.1,0.1,0.4,0.4,0.1,0.1,0.4,1.1,18.9,0.386,2.2,-0.2,0.1,-0.1,-0.112,-7.7,-1.6,-9.3,-0.1,< $Minimum,0.0,2020
Theo_Pinson_2020,Theo Pinson,G,RFA,NYK,"0.1 Pts, 0.3 Reb, 0.1 Ast",BOS,/players/p/pinsoth01.html,212,6-5,25.0,NYK,17.0,0.0,2.0,0.111,0.0,0.0,0.5,0.0,,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.1,13.1,0.111,-8.1,-0.2,0.0,-0.1,-0.205,-13.2,-2.5,-15.7,-0.1,< $Minimum,0.0,2020
Cassius_Stanley_2020,Cassius Stanley,G,UFA,IND,"1.5 Pts, 0.8 Reb, 0.0 Ast",DET,/players/s/stanlca01.html,190,6-5,21.0,IND,24.0,0.0,3.9,0.302,0.1,0.231,0.5,0.3,0.778,0.4,0.3,0.8,0.0,0.0,0.1,0.0,1.5,22.0,0.383,5.5,-0.2,0.1,-0.1,-0.05,-7.2,-4.0,-11.2,-0.2,< $Minimum,0.0,2020
Tyrell_Terry_2020,Tyrell Terry,G,UFA,DAL,"1.0 Pts, 0.5 Reb, 0.5 Ast",MEM,/players/t/terryty01.html,160,6-2,20.0,DAL,11.0,0.0,5.1,0.313,0.0,0.0,0.6,0.1,0.333,0.3,0.0,0.5,0.5,0.5,0.0,0.2,1.0,15.3,0.318,6.0,-0.1,0.1,-0.1,-0.049,-7.5,2.6,-5.0,0.0,"$1,289,846",0.0,2020
Kostas_Antetokounmpo_2020,Kostas Antetokounmpo,F,RFA,LAL,"0.8 Pts, 1.3 Reb, 0.1 Ast",,/players/a/antetko01.html,200,6-10,23.0,LAL,15.0,0.0,3.7,0.3,0.0,,0.0,0.4,0.462,0.9,0.3,1.3,0.1,0.1,0.3,0.7,0.8,20.7,0.382,0.0,-0.3,0.1,-0.2,-0.174,-13.3,0.8,-12.6,-0.1,< $Minimum,0.0,2020
Keljin_Blevins_2020,Keljin Blevins,F,RFA,POR,"0.7 Pts, 0.6 Reb, 0.2 Ast",POR,/players/b/blevike01.html,200,6-4,25.0,POR,17,0,4.4,0.25,0.1,0.25,0.5,0.0,,0.0,0.2,0.6,0.2,0.1,0.0,0.3,0.7,14.3,0.3,-0.9,-0.2,0.0,-0.2,-0.137,-8.3,-2.3,-10.7,-0.2,< $Minimum,0.0,2020
Sekou_Doumbouya_2020,Sekou Doumbouya,F,UFA,HOU,"5.1 Pts, 2.6 Reb, 0.8 Ast",LAL,/players/d/doumbse01.html,230,6-8,20.0,DET,56.0,11.0,15.5,0.379,0.5,0.226,2.1,0.8,0.703,1.1,0.7,2.6,0.8,0.4,0.2,0.8,5.1,17.8,0.459,6.9,-0.9,0.7,-0.2,-0.012,-5.4,-1.3,-6.7,-1.0,"$3,449,400",0.0,2020
Kris_Dunn_2020,Kris Dunn,G,UFA,MEM,"1.3 Pts, 1.5 Reb, 0.5 Ast",POR,/players/d/dunnkr01.html,205,6-3,26.0,ATL,4.0,0.0,11.3,0.083,0.0,0.0,0.5,0.8,0.75,1.0,0.0,1.5,0.5,0.5,0.5,0.8,1.3,16.2,0.182,-5.7,-0.2,0.1,-0.2,-0.202,-13.7,-0.1,-13.7,-0.1,"$4,767,000",0.0,2020
Tim_Frazier_2020,Tim Frazier,G,UFA,MEM,"1.6 Pts, 1.6 Reb, 3.2 Ast",ORL,/players/f/fraziti01.html,170,6-0,30.0,MEM,5.0,0.0,12.4,0.15,0.0,0.0,1.6,0.4,0.333,1.2,0.0,1.6,3.2,0.4,0.2,0.8,1.6,18.1,0.177,-0.5,-0.3,0.1,-0.2,-0.169,-10.7,-1.2,-11.9,-0.2,"$554,542",0.0,2020
Markus_Howard_2020,Markus Howard,G,RFA,DEN,"2.8 Pts, 0.6 Reb, 0.5 Ast",,/players/h/howarma02.html,175,5-10,21.0,DEN,37,1,5.5,0.377,0.5,0.277,1.8,0.2,0.778,0.2,0.0,0.6,0.5,0.1,0.0,0.5,2.8,27.2,0.477,6.4,-0.4,0.1,-0.3,-0.068,-5.5,-3.2,-8.7,-0.3,< $Minimum,0.0,2020
Jeremiah_Martin_2020,Jeremiah Martin,G,UFA,CLE,"2.4 Pts, 0.8 Reb, 0.4 Ast",,/players/m/martije02.html,185,6-3,24.0,CLE,9.0,0.0,8.3,0.273,0.3,0.25,1.3,0.1,0.2,0.6,0.2,0.8,0.4,0.6,0.2,0.7,2.4,23.9,0.313,1.4,-0.4,0.1,-0.3,-0.207,-8.3,-1.1,-9.5,-0.1,< $Minimum,0.0,2020
